Score	Summary
0.6399999999999999	Немецкий концерн Uniper — основной импортер российского газа в Германии, — осуществил первый платеж «Газпрому» по новой схеме.
0.6000000000000001	Основатель QIWI Сергей Солонин получил 38% стартапа Station, который был создан Skolkovo Ventures и Dentsu Group для развития маркетинговых технологий. Однако последняя покидает российский рынок
-0.1515151515151515	Минфин собирается забрать у «Газпрома» 416 млрд руб. в виде разового повышения НДПИ в 2022 году. Соответствующие поправки к Налоговому кодексу, по данным “Ъ”, уже прошли комиссию правительства по законопроектной деятельности. Изъятие одобрено, несмотря на то что монополия решила заплатить за 2021 год рекордные дивиденды в размере 1,2 трлн руб., половина из которых достанется бюджету. Пока неясно, приведет ли решение Минфина к пересмотру решения по дивидендам на собрании акционеров «Газпрома» 30 июня.
-0.4285714285714286	«Газпром» предлагает вернуться к вопросу координирования экспорта российского трубопроводного газа и СПГ. В компании отмечают, что теперь, когда за трубопроводный газ европейцы должны платить в рублях, российский СПГ получает конкурентное преимущество. Монополия предлагает обсудить возможность введения экспортной пошлины на СПГ либо перенаправлять танкеры преимущественно в Азию.
-0.4857142857142857	"Общий объем перевозок ""Аэрофлота"" за 6 месяцев 2022 года составил 17,2 млн пассажиров (-7,4%), на внутренних линиях перевезено 14,7 млн пассажиров (-8,5%), говорится в отчетности компании. Процент занятости пассажирских кресел увеличился на 1 п.п. по сравнению с аналогичным периодом 2021 года и составил 79,9%, на внутренних линиях процент занятости пассажирских кресел составил 82,6%, что на 1,5 п.п. выше показателя 2021 года. Пассажирооборот увеличился на 3,7%, на внутренних линиях пассажирооборот увеличился на 4,9% по сравнению с аналогичным периодом 2021 года. Во 2 квартале пассажирооборот авиакомпании ""Аэрофлот"" увеличился на 23,7% по сравнению с аналогичным периодом 2021 года. Также выросла эффективность операционной деятельности: процент занятости пассажирских кресел увеличился на 5,6 п.п. по сравнению с аналогичным периодом 2021 года и составил 83,7%. "
-0.6363636363636365	Несколько муниципалитетов Польши остались без газа из-за приостановки поставок российской компанией НОВАТЭК, сообщил заместитель министра внутренних дел республики Павел Шефернакер, передает Dziennik.pl.
-0.9130434782608696	Несколько польских районов остались без газа из-за приостановки поставок топлива российской компанией НОВАТЭК, сообщил заместитель министра внутренних дел республики Павел Шефернакер, передает Dziennik.pl.
-0.4666666666666666	Получение соответствующего письма подтвердили Uniper и RWE. Пункт о форс-мажоре касался поставок с 14 июня — тогда «Газпром» объявил о сокращении прокачки газа по «Северному потоку»
0.1999999999999999	Немецкая газовая компания VNG — Verbundnetz Gas намерена переводить платежи в европейской валюте за поставки газа из России через рублевый счет в Газпромбанке, сообщает Reuters со ссылкой на заявление компании.
-0.7272727272727273	Крупнейший импортер российского газа в Германии компания Uniper заявила, что получила письмо от «Газпрома» о том, что он не может гарантировать поставки газа, сообщает Reuters.
0.2941176470588235	Один из крупнейших производителей напитков в России PepsiCo изучает возможности развития категории после решения головного офиса о приостановке продаж в стране Pepsi, Mirinda и 7UP. Среди вариантов — создание новых продуктов под иными названиями в других упаковках, а также расширение локальных брендов. В условиях отказа от рекламы изменения грозят снижением доли, говорят эксперты.
0.3999999999999999	По данным “Ъ”, правительство на фоне санкций обсуждает вариант перехода на расчет НДПИ на нефть с использованием внебиржевых индексов СПбМТСБ. Сейчас для этого используются котировки международного агентства Argus. Мера может служить подстраховкой в случае, если РФ больше не сможет получать эти котировки — из-за санкций Reuters и Bloomberg уже отказались предоставлять финансовую информацию российским клиентам.
-0.7142857142857142	Инвесторы считают, что Маск намеренно не раскрывал покупку доли в Twitter, чтобы купить больше акций по «искусственно заниженной цене». Он должен был уведомить власти США о покупке более 5% акций до 24 марта, но сделал это позже
-0.8	На фоне антироссийских санкций Магнитогорский металлургический комбинат столкнулся с падением рентабельности, снижением объема производства и отсутствием прибыли
-0.7142857142857142	Как стало известно “Ъ”, на фоне западных санкций крупные нефтекомпании, испытывающие серьезные проблемы с отгрузками топлива, могут столкнуться не только со снижением производства, но и с остановкой НПЗ. Второй по величине российский нефтепереработчик ЛУКОЙЛ ожидает таких последствий из-за нехватки мощностей для хранения мазута. Чтобы избежать этого, компания хочет перенаправить избыток мазута на ТЭЦ и предлагает временно отменить высокие штрафы за негативное воздействие на экологию. Такие же послабления нужны и для сжигания попутного нефтяного газа, которое, по мнению ЛУКОЙЛа, может увеличиться из-за временной невозможности продавать за рубеж производимые из него сжиженные углеводородные газы (СУГ).
0.5833333333333333	Компания избежит делистинга и сохранит программу глобальных депозитарных расписок на Лондонской бирже. Она подавала соответствующую заявку 5 мая
-0.8709677419354838	«НОВАТЭК» не может заказывать коммерческую съемку за рубежом из-за санкций, а большинство ведущих поставщиков — иностранные предприятия. России необходимы свои спутники, так как снимков из открытых источников мало, сказал замглавы
0.6585365853658536	НОВАТЭК «будет защищать свои интересы в рамках действующего законодательства», сообщили в компании. Ранее Польша обязала ее передать свою газовую инфраструктуру государству
0.5555555555555556	"Московская биржа с 29 июля 2022 года переведет акции ""Селигдара"" из раздела ""Второй уровень"" в раздел ""Первый уровень"" Списка ценных бумаг, допущенных к торгам, сообщила торговая площадка. Решение принято в связи с получением соответствующего заявления. Торги бумагами компании на Мосбирже начались в 2011 году. В Первый уровень листинга включаются акции компаний, которые соответствуют Правилам листинга Московской биржи, в том числе требованиям к раскрытию информации, корпоративному управлению, размеру рыночной капитализации и количеству акций, находящихся в свободном обращении."
0.4736842105263157	У иностранных самолетов НОВАТЭКа пока нет проблем с запчастями, заявил его предправления Леонид Михельсон. Ранее в правительстве не исключили разборку части воздушных судов на запчасти из-за западных санкций
0.4838709677419355	Миллер и Михельсон договорились о сотрудничестве в Арктике во вопросам экологии, но не совместной добычи газа. Газопроизводство «все что-то никак», уточнил глава НОВАТЭКа
0.8	RuStore будет единственно законодательно урегулированным приложением, но другие маркетплейсы власти запрещать не планируют. Все инвестиции на разработку российского магазина приложения осуществляет VK
0.3333333333333333	Капитал Газпромбанка будет пополнен на 50 млрд руб. за счет Фонда национального благосостояния, сообщил Антон Силуанов. Средства фонда также направят на докапитализацию РЖД, «Дом.РФ» и «Аэрофлота»
0.2549019607843137	Минфин предлагает внести поправки в статью 343 Налогового кодекса о порядке исчисления и уплаты налога, согласно которой сумма НДПИ для «Газпрома» вырастет на 416 млрд руб.
0.6000000000000001	В «Газпроме» указали на риск «валютной конкуренции» между поставками СПГ и трубопроводного газа: для продажи последнего «недружественным странам» уже несколько месяцев действует механизм оплаты в рублях
0.6363636363636365	Гохран может вернуться к закупке алмазов у АЛРОСА, попавшей под западные санкции. Последнюю крупную закупку он проводил в 2012 году
0.8333333333333333	Ту-214 – магистральный узкофюзеляжный самолет, разработанный в конце 1980-х. Объединенная авиастроительная корпорация ранее анонсировала производство 70 таких лайнеров до 2030 года
0.9393939393939394	В него вошли, в частности, электроника, в том числе игровые приставки, мебель, оружие и боеприпасы, техника Apple и Samsung, часы, автомобили, суда, отопительное оборудование, оружие и ядерные реакторы
-0.6000000000000001	В российском Минобороны считают, что американские производители вакцин от коронавируса причастны к «военно-биологической деятельности США на Украине». Ранее в Минобороны заявляли о существовании на Украине сети биолабораторий
0.0909090909090908	Соцсеть покупает американский бизнесмен Илон Маск. Он обещал сделать Twitter платформой с соблюдением свободы слова и внедрить механизмы защиты от спам-ботов с целью поддержки демократии
-0.0270270270270269	Миллиардер ожидает рецессию «в ближайшем будущем». По мнению экономиста Рубини, предсказавшего глобальный кризис 2008 года, она наступит к концу года. Вероятным спад экономики в ближайшие два года считают и в Goldman Sachs
-0.4838709677419355	Сделка по покупке соцсети Twitter бизнесменом Илоном Маском приостановлена.
-0.2307692307692307	Команда американского бизнесмена, основателя Tesla и SpaceX Илона Маска проведет проверку 100 случайных аккаунтов в Twitter на подлинность.
0.4705882352941177	Twitter заблокировал Трампа и его соратников в январе 2021 года на фоне призывов к мирным протестам и штурма Капитолия. Экс-президент говорил, что лишился свободы слова. Маск назвал это решение ошибкой
0.6428571428571428	Бизнесмен Илон Маск, который недавно приобрел 9,2% акций Twitter и вошел в совет директоров компании, предложил сделать подтвержденными учетные записи обладателей платной подписки Twitter Blut.
0.7	Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.
0.4054054054054054	Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.
-0.4782608695652173	Глава Tesla и SpaceX Илон Маск отказался от сделки о покупке Twitter из-за того, что социальная сеть не предоставила информацию о поддельных аккаунтах и спам-ботах, сообщает агентство Reuters со ссылкой на заявление адвокатов миллиардера.
-0.0714285714285714	Бизнесмен твитнул название песни Love Me Tender после принятия советом директоров Twitter мер по защите прав акционеров из-за предложения Маска купить компанию. Тендерное предложение предполагает приобретение напрямую у акционеров
-0.5263157894736843	Миллиардер считает, что IT-гигант препятствует его ознакомлению с информацией о существовавших в соцсети фальшивых учетных записях. Ранее он приостановил сделку по покупке Twitter до получения всех данных о фейковых страницах
0.2105263157894736	При этом соцсеть навсегда останется платной для обычных пользователей, заявил бизнесмен
0.6111111111111112	Американский предприниматель, основатель компании Tesla договорился о приобретении социальной сети Twitter за $44 млрд, передает Reuters.
0.4074074074074074	Вчера генеральный директор Twitter Джек Дорси отказался подтвердить, что число фейковых аккаунтов в соцсети не превышает 5%. Пока он не сделает этого, сделка не будет закрыта, сказал Маск. По его данным, их число достигает 20%
0.8666666666666667	Илон Маск предупредил сотрудников Twitter, что компании необходимо «оздоровиться» и пройти «рационализацию численности персонала», выступая на запланированном собрании сотрудников по видеосвязи, сообщает Financial Times со ссылкой на источник, знакомый с ситуацией.
0.1499999999999999	При этом соцсеть навсегда останется бесплатной для обычных пользователей, заявил бизнесмен
0.0	Twitter может стать платным для коммерческих и государственных пользователей, сообщил американский предприниматель Илон Маск, который близок к завершению сделки по приобретению соцсети.
0.1891891891891892	Второй матч восточного полуфинала play-off КХЛ между «Металлургом» и «Трактором» завершился в пользу челябинского клуба — 6:4. Как и в западном противостоянии СКА и ЦСКА, счет в этой серии стал равным — 1:1.
0.0857142857142856	Запаса продукции техники от брендов, ограничивших свои поставки в Россию, хватит на 2–3 месяца. Для решения проблемы производители пытаются выстроить новые логистические цепочки, а власти планируют разрешить параллельный импорт
0.4883720930232558	Как стало известно “Ъ”, МТС обсуждает покупку крупнейшего по выручке в РФ онлайн-кинотеатра ivi. Эксперты оценивают его на уровне $1–1,2 млрд. Акционерам ivi сделка может позволить вернуть инвестиции в ситуации, когда не удалось провести запланированное IPO, а МТС — стать активным участником рынка онлайн-кинотеатров. Собственный проект оператора Kion за год работы, по данным аналитиков, так и не занял заметной доли.
0.641025641025641	"МТС объявляет о новых назначениях в топ-менеджменте. На новую позицию члена правления, вице-президента по цифровым продуктам с 5 сентября назначается Марина Настасенко, переходящая в МТС с должности гендиректора компании ""Салют для бизнеса"" из экосистемы ""Сбербанка"". Также на новую должность директора по кибербезопасности в июле назначена Евгения Наумова, бывший исполнительный вице-президент по корпоративному бизнесу ""Лаборатории Касперского"". И вице-президентом по взаимодействию с органами госвласти с 1 августа назначается Андрей Рего, ранее возглавлявший в МТС департамент регуляторной политики и взаимодействия с федеральными органами власти. Прежний вице-президент по взаимодействию с органами госвласти, член правления МТС Руслан Ибрагимов покидает компанию в связи с истечением трудового договора.  "
0.7818181818181817	МТС почти на 30% увеличила капитальные затраты в первом квартале из-за ускорения закупок телекоммуникационного оборудования
0.7872340425531914	МТС почти на 30% увеличила капитальные затраты в первом квартале из-за ускорения закупок телекоммуникационного оборудования
0.7083333333333333	Клиенты МТС смогут получить услуги в салонах оператора без предъявления паспорта, если сдадут биометрию в систему компании. Оператор рассчитывает, что так сможет удаленно обслуживать клиентов из любой точки мира. Но конкуренты пока не разделяют оптимизм: в «МегаФоне», например, считают услугу не слишком востребованной, а издержки — слишком высокими. В перспективе, чтобы развивать коммерческие биометрические системы, потребуется аккредитация Минцифры, поэтому интерес к технологии дополнительно снизится, считают эксперты.
0.631578947368421	МТС приобрела контроль в компании «Гольфстрим охранные системы», специализирующейся на предоставлении услуг безопасности и «умного дома», говорится в сообщении пресс-службы МТС, поступившем в РБК.
0.6666666666666667	Nvidia перестала продлевать и продавать российским компаниям лицензии на свой софт. «Коммерсантъ» написал, что этот шаг может осложнить работу суперкомпьютеров ряда российских компаний
0.631578947368421	Компания МТС начала продавать уцененные и бывшие в употреблении смартфоны, в интернет-магазине появилась соответствующая категория товаров.
-0.3170731707317073	Россия вводит санкции против еще 61 американских граждан, в их числе главы и руководство Минфина, Минэнергетики, Netflix, Moodie's, NASDAQ и Fitch Group. Всего ограничительные меры Москва ввела против 963 граждан США
-0.1304347826086956	Россия вводит санкции против еще 61 американских граждан, в их числе главы и руководство Минфина, Минэнергетики, Netflix, Moodie's, NASDAQ и Fitch Group. Всего ограничительные меры Москва ввела против 963 граждан США
0.3478260869565217	Власти готовы продлить инвесторам проектов в рамках специнвестконтрактов первого поколения (СПИК 1.0) доступ к налоговым преференциям до окончания их реализации — по действующим условиям пониженные ставки действуют лишь до конца 2025 года. Отчасти это связано с возможностью пролонгации самих контрактов из-за санкций и проблем с реализацией инвестпроектов. Тем не менее полных данных о главном механизме импортозамещения Минпромторга и, соответственно, числе попадающих под поправки контрактов и объеме выпадающих доходов бюджетов в правительстве нет. Эксперты и рынок поправки поддерживают, особенно с учетом антикризисного перезапуска СПИК 1.0, но предостерегают от избыточных надежд на инструмент: во многом он был рассчитан на инвесторов из теперь уже «недружественных» стран.
-0.1818181818181818	Перевод платежей за все экспортные товары в рубли может привести к непредсказуемым последствиям, считает миллиардер Владимир Лисин. Идея продавать металл за рубли приведет к тому, что НЛМК «выбросит» с международных рынков
-0.5757575757575757	После введения санкций против России произошло резкое снижение объемов отгрузки мазута «и, как следствие, образование избытка данного топлива в хранилищах», сообщил глава ЛУКОЙЛа Вагит Алекперов в письме вице-премьеру Александру Новавку от 25 марта, пишет «Коммерсантъ».
0.4883720930232558	Teboil — нефтяная компания, основанная в Финляндии в 1934 году, которой ЛУКОЙЛ владеет с 2005 года. В Россию она поставляет смазочные материалы. ЛУКОЙЛ выкупил «дочку» Shell и ее АЗС в конце мая
0.6981132075471699	По данным “Ъ”, ЛУКОЙЛ может начать поставки топлива на заправки Shell, которые он приобретает у британской компании, в конце мая — начале июня. 19 мая ФАС сообщила об одобрении сделки, однако пока заправки не работают: по словам собеседников “Ъ”, деятельность АЗС возобновится только после перехода прав собственности к ЛУКОЙЛу. По мнению экспертов, в условиях снижения спроса на российские нефтепродукты на внешних рынках ЛУКОЙЛ в результате сделки сможет увеличить реализацию своего топлива внутри РФ.
-0.0232558139534884	В компании поясняют, что из-за сокращения объемов отгрузки мазута после введения санкций образовался избыток топлива в хранилищах. ЛУКОЙЛ предлагает перенаправить мазут в качестве топлива на ТЭЦ
0.3191489361702127	И.о. главы ЛУКОЙЛа назначен первый исполнительный вице-президент Вадим Воробьев, который работает в компании больше 20 лет. Основатель и крупнейший совладелец ЛУКОЙЛа Вагит Алекперов ушел в отставку на фоне санкций Великобритании
0.4285714285714286	Российский ЛУКОЙЛ договорился о покупке у британско-голландской Shell дочерней компании в России, которая владеет сетью АЗС и заводом смазочных материалов.
0.096774193548387	ЛУКОЙЛ закрыл сделку по покупке активов дочерней компании британско-голландской Shell «Шелл Нефть», российской компании достались сеть АЗС и завод по производству смазочных материалов в Тверской области.
-0.0909090909090908	Основатель и крупнейший акционер ЛУКОЙЛа Вагит Алекперов, возглавлявший компанию почти 30 лет, покидает пост из-за введенных против него санкций Великобритании. При этом ЛУКОЙЛ стал одной из немногих крупных российских компаний, чей совет директоров открыто выступил против военных действий на Украине. После ухода господина Алекперова пост главы компании, вероятно, в качестве временно исполняющего обязанности займет первый вице-президент Вадим Воробьев.
-0.0909090909090908	Даже проработка вопроса о национализации дочерних предприятий «Газпрома» или «Роснефти» является неприемлемой, заявил журналистам пресс-секретарь президента России Дмитрий Песков, передает корреспондент РБК.
-0.4838709677419355	Американская кондитерская компания Hershey предупредила о возможном дефиците шоколадной продукции из-за глобального кризиса цепочек поставок.
-0.8461538461538463	Apple сообщила о рекордной квартальной выручке в размере $83 млрд
0.3103448275862068	ЦБ прорабатывает возможность создания универсального платежного приложения для смартфона, к которому можно было бы привязать выпущенные российскими банками карты международных платежных систем. Один из вариантов — доработка «СБПэй», который сейчас внедряется банками. Однако есть риск, что в результате этот платежный сервис, который остается единственным в России, действующим на смартфонах Apple, тоже будет заблокирован.
-0.7931034482758621	Путин счел, что в обмене военнопленными с Украиной должен быть задействован Красный Крест, рассказал канцлер Австрии Нехаммер. Президент России также пообещал исполнить обязательства по поставкам газа, добавил он
-0.125	Прокачка газа по «Северному потоку» из России в Германию снизится на 40%, до 100 млн кубометров в сутки, из-за задержки с возвратом компанией Siemens Energy газоперекачивающих агрегатов (ГПА) из ремонта. По данным “Ъ”, один ГПА сейчас находится в Канаде, отказывающейся возвращать его в Россию из-за санкций в отношении «Газпрома». Кроме того, Оттава расценивает его как товар двойного назначения. На фоне этих новостей цены на газ в Европе снова пошли вверх.
0.5	Канада до конца 2024 года освободила все оборудование «Газпрома» от действия санкций, введенных против компании после начала военных действий на Украине. По данным “Ъ”, страна предоставила Siemens Energy временную лицензию для ремонта, обслуживания и транспортировки газоперекачивающего оборудования для «Северного потока». Первая готовая машина еще находится в Канаде и будет отправлена в Россию через Германию 15 июля. Еще два агрегата могут отправиться в Канаду на ремонт в ближайшее время. Однако сам «Газпром» заявляет, что не уверен в том, что получит турбины и, соответственно, сможет полностью восстановить прокачку по «Северному потоку».
-0.6799999999999999	Прокачка газа по «Северному потоку» из России в Германию снизится на 40%, до 100 млн кубометров в сутки, из-за задержки с возвратом компанией Siemens Energy газоперекачивающих агрегатов (ГПА) из ремонта. По данным “Ъ”, один ГПА сейчас находится в Канаде, отказывающейся возвращать его в Россию из-за санкций в отношении «Газпрома». Кроме того, Оттава расценивает его как товар двойного назначения. На фоне этих новостей цены на газ в Европе снова пошли вверх.
0.0666666666666666	Самый богатый человек мира Илон Маск намерен купить всю компанию Twitter Inc. Российские инвесторы могут попробовать заработать на сделке, хотя иностранные эксперты сомневаются в серьезности намерений основателя Tesla и SpaceX
0.6216216216216217	Крупнейший инфраструктурный проект России — модернизация БАМа и Транссиба — предложено передать в концессию. По данным “Ъ”, с такой идеей к Владимиру Путину обратились Газпромбанк и «БТС-Мост» Руслана Байсарова. В рамках проекта предлагается построить несколько тоннелей и сооружений и достичь к 2035 году провозной способности в 260–280 млн тонн, что больше, чем ОАО РЖД закладывало в варианты третьего этапа модернизации Восточного полигона. Концессионер готов вложить 1,5 трлн руб., общая стоимость проекта неизвестна. По мнению экспертов, столь масштабную концессию вряд ли одобрят, но частный капитал будет все активнее стремиться участвовать в расширении восточных коридоров.
0.0625	Как выяснил “Ъ”, правительство рассматривает инициативы «Роснефти» по стабилизации цен на металл на внутреннем рынке. Компания столкнулась с повышением цен со стороны российских поставщиков спецтехники, который те объясняют подорожанием металла. «Роснефть» предлагает ввести норматив по обязательным поставкам металлопродукции на внутренний рынок и потолок роста цены в 4% в год, а также экспортные пошлины на металл и железную руду. Источники “Ъ” среди металлургов считают идеи «Роснефти» трудноосуществимыми и ненужными в ситуации, когда внутренний рынок профицитен.
-0.1176470588235294	Возросшая активность инвесторов на долговом рынке коснулась не всех эмитентов. Так, МТС-банк отложил размещение нового выпуска облигаций. В самом банке объяснили решение «рыночный конъюнктурой», участники рынка говорят о низкой ставке и ограниченных лимитах на эмитента. Аналитики поясняют, что интерес инвесторов смещен в сторону реального сектора, компании которого при размещении облигаций дают премию по доходности.
0.1333333333333333	По словам генерального директора соцсети, Маск останется крупнейшим акционером компании в качестве ее «доверенного лица»
-0.1999999999999999	Илон Маск подал встречный иск к Twitter из-за сорвавшейся сделки по покупке социальной сети. При этом миллиардер попросил суд сохранить в тайне подробности встречного иска
-0.8400000000000001	В Москве неизвестные украли технику фирмы Apple из офиса российского представительства китайской компании ByteDance, которой принадлежит социальная сеть TikTok, на сумму более 1 млн руб.
-0.5	Polymetal остановил продажи слитков, произведенных в России, на внутреннем рынке из-за скидок, по которым банки предлагают покупать золото. Золотые и серебряные слитки направляются на экспорт с тем, чтобы получить цену, приближенную к мировой. Кроме того, западные санкции опосредованно исключили из логистики порт Санкт-Петербурга, через который в Антверпен поставлялся концентрат. Еще одним последствием санкций стали проблемы с поставками оборудования. По мнению экспертов, золотодобывающая отрасль существенно зависит от импортного оборудования, что в перспективе скажется на производстве золота.
-0.1891891891891892	Президент Украины Владимир Зеленский высказал премьер-министру Канады Джастину Трюдо недовольство о том, что его правительство решило вернуть турбину для российского газопровода «Северный поток».
-0.2941176470588235	Президент Украины Зеленский предупредил, что решение Канады передать турбину для «Северного потока», несмотря на санкции, влечет за собой много проблем. Еще не поздно пересмотреть данное решение, подчеркнул он
-0.4482758620689655	Австрия грозит отобрать у «Газпрома» мощности крупнейшего в стране подземного газового хранилища (ПХГ) в Хайдахе мощностью почти 3 млрд кубометров. Сейчас «Газпром» уже не имеет права пользоваться мощностями ПХГ, поскольку его оператор — одна из структур Gazprom Germania — попал под санкции РФ. Юристы полагают, что правительство России может сделать временное исключение из санкций для этого хранилища. Однако неясно, насколько «Газпром» заинтересован использовать ПХГ в нынешних обстоятельствах.
